"","id","WormBaseID","logFC"
"523","nhr-7","WBGene00003606",3.15628591616888
"2077","K08F4.12","WBGene00010680",3.15579821792693
"1159","gpx-8","WBGene00018850",3.15519178004196
"1376","cdr-1","WBGene00000412",3.15454927455094
"2576","C53A5.9","WBGene00008267",3.15454798283728
"1574","C23H5.15","WBGene00219423",3.15378448082924
"1799","ttr-28","WBGene00011285",3.15243901852702
"1736","T19C3.6","WBGene00020564",3.15185039852553
"1795","Y17G9B.2","WBGene00021199",3.1514616590421
"2621","Y54G9A.5","WBGene00013208",3.15127059716296
"790","T19C3.5","WBGene00020563",3.14972441333311
"2293","fbf-1","WBGene00001401",3.14883762953338
"1309","K07C5.9","WBGene00010632",3.14721114059233
"2217","Y17G9A.2","WBGene00021195",3.14619604363949
"1153","arrd-8","WBGene00012467",3.14529997017289
"1919","C27B7.6","WBGene00007763",3.14505646681429
"1325","T16G1.6","WBGene00011800",3.14289874655469
"1163","B0462.5","WBGene00194695",3.14093360316846
"1003","glr-3","WBGene00001614",3.14068748054764
"922","C38D4.4","WBGene00008005",3.1390093982376
"222","F26G1.2","WBGene00017838",3.1374446426984
"2296","dhs-23","WBGene00000986",3.12624426521673
"1084","let-381","WBGene00002601",3.12481292935264
"1509","F26A1.19","WBGene00270319",3.12322909928912
"1196","C46A5.6","WBGene00016702",3.12001990266469
"1448","dhs-8","WBGene00000972",3.11657033061556
"2299","nhr-236","WBGene00021417",3.11577587087783
"1364","pals-39","WBGene00008301",3.11488935340168
"2426","F40G9.20","WBGene00195034",3.11425085302943
"918","rpn-6.2","WBGene00010309",3.11397241505845
"1683","F25D1.2","WBGene00009107",3.11153106658614
"951","slc-36.3","WBGene00012629",3.11132560329059
"2035","hil-4","WBGene00001855",3.10831284652986
"1093","fbxa-162","WBGene00015597",3.10776649848989
"1072","R11A8.1","WBGene00011236",3.10428882967215
"1583","cup-4","WBGene00000845",3.10416739111126
"2331","coh-4","WBGene00021560",3.10291323416914
"2590","cpt-3","WBGene00021703",3.10008768109676
"1493","F57G4.11","WBGene00195165",3.09706446331702
"1285","nlp-51","WBGene00011997",3.09663096179728
"1863","D1007.19","WBGene00045048",3.09608265117294
"2226","F58A4.2","WBGene00010227",3.09524767669882
"1107","T09B9.3","WBGene00011644",3.09287415280222
"1353","ncx-8","WBGene00003573",3.08991183754628
"2272","chil-22","WBGene00011166",3.08987229483021
"2187","C36B7.4","WBGene00016467",3.08944026701932
"1945","F53C3.6","WBGene00018750",3.08808475741438
"1543","glr-7","WBGene00001618",3.0852604849523
"1186","T10B5.7","WBGene00020393",3.08453944120126
"305","C32F10.4","WBGene00016332",3.08189240842844
"871","flp-3","WBGene00001446",3.07942132630113
"650","sfrp-1","WBGene00022242",3.07891811237965
"1816","Y97E10AR.4","WBGene00022399",3.07642624231388
"2255","fubl-4","WBGene00019692",3.07537846335798
"1456","Y116A8C.40","WBGene00013812",3.07394076960205
"586","phat-3","WBGene00016782",3.06951397942003
"1211","F59B10.3","WBGene00010319",3.06555463364722
"435","C29F7.1","WBGene00007810",3.06526736648949
"2402","C54D10.3","WBGene00008298",3.06298011614326
"1691","clec-28","WBGene00009857",3.05974262982398
"2285","T12D8.5","WBGene00011733",3.05970423335125
"638","ugt-40","WBGene00017331",3.05874012302433
"726","T08A9.13","WBGene00044442",3.05736401256664
"688","unc-42","WBGene00006778",3.05588070036634
"2445","R10E4.6","WBGene00011202",3.05330343348283
"1578","T05B9.1","WBGene00011464",3.05260869871751
"1877","fbxc-51","WBGene00021576",3.05067474103539
"1656","ZC84.7","WBGene00013850",3.04788262750048
"1453","tph-1","WBGene00006600",3.04743570047276
"1345","gst-3","WBGene00001751",3.04662222704466
"2433","C15H11.16","WBGene00206494",3.04625737653009
"1301","F16G10.15","WBGene00017529",3.04486108226484
"2368","T03F1.11","WBGene00020192",3.0437863502724
"1317","C45G9.11","WBGene00016682",3.04236622217396
"1496","H34I24.2","WBGene00019261",3.04213056419644
"748","nlp-71","WBGene00022254",3.04158829071396
"282","mfb-1","WBGene00008439",3.04043794416071
"1099","sptf-1","WBGene00009743",3.04006274671008
"820","MTCE.33","WBGene00014472",3.03856355208155
"823","K02G10.15","WBGene00206361",3.03848044721795
"2301","glh-4","WBGene00001601",3.03624138052747
"1360","smy-1","WBGene00045194",3.03356758715494
"1844","Y53C10A.1","WBGene00014915",3.03330084659867
"2056","mpz-5","WBGene00011241",3.03070339294575
"1282","fbxa-145","WBGene00018595",3.02838404648112
"1865","F56F11.4","WBGene00018991",3.02014528391784
"702","fbf-2","WBGene00001402",3.02005955467564
"1024","F54F7.2","WBGene00010064",3.01537158730861
"1047","C01G10.4","WBGene00007231",3.01487129083618
"1827","smf-3","WBGene00004878",3.01461739935023
"1136","oct-1","WBGene00003842",3.00949255973715
"1773","T24C2.5","WBGene00011984",3.00754870389827
"1611","srtx-1","WBGene00015214",3.00731633015915
"1290","F55H12.7","WBGene00219283",3.00695643665643
"2028","wee-1.1","WBGene00006938",3.00671061299961
"1897","flp-19","WBGene00001462",3.00601240909071
"1939","Y53F4B.51","WBGene00194905",3.0054664678259
"530","T28H11.8","WBGene00020906",3.00403636780563
"1429","T28F4.5","WBGene00012140",3.00302380303213
"1678","gst-19","WBGene00001767",3.00200520652643
"1105","nmur-1","WBGene00016747",3.0010750882713
"1792","Y97E10AL.1","WBGene00022392",3.00075247718011
"811","R11A5.3","WBGene00011231",2.99922291847226
"1787","pha-2","WBGene00004011",2.9983283392584
"2352","Y45G5AM.2","WBGene00021555",2.99733846310724
"1397","fbxa-199","WBGene00005931",2.9933110951493
"1179","C18A11.1","WBGene00015947",2.99315658775377
"1089","ceh-27","WBGene00000449",2.99263486882822
"655","Y40B10B.1","WBGene00021494",2.99131751963649
"1658","fbxa-48","WBGene00021862",2.99065727691149
"485","T14G8.4","WBGene00011772",2.99019718978364
"1091","F18A1.7","WBGene00017548",2.98621237522626
"1499","ceh-22","WBGene00000445",2.9845053230659
"2616","E04A4.3","WBGene00017118",2.98446019760497
"826","nlp-16","WBGene00003754",2.98327457873142
"1165","fbxa-49","WBGene00013843",2.98181623494835
"1659","D1014.13","WBGene00303233",2.97663548355107
"1537","F56D2.5","WBGene00018966",2.97657744415472
"637","F59C12.4","WBGene00045272",2.97505270964041
"2198","C34D4.10","WBGene00016402",2.97481453941014
"1238","D1005.t1","WBGene00023263",2.97475147548828
"2172","asm-2","WBGene00000212",2.97436972175086
"998","F53C3.5","WBGene00018749",2.96913420479593
"2063","R102.1","WBGene00011288",2.9643302963757
"419","fbxa-24","WBGene00018803",2.96352660644655
"958","abhd-5.2","WBGene00016507",2.96338510389576
"1401","M01G12.9","WBGene00010822",2.96146736518372
"2194","C28A5.2","WBGene00007789",2.96098914896854
"1327","F38E11.6","WBGene00009543",2.95637243111603
"2094","F10D2.10","WBGene00017335",2.95306663570744
"1871","Y52E8A.3","WBGene00021796",2.94815479070347
"2289","T28A8.8","WBGene00194852",2.94735669859734
"2387","F21E9.2","WBGene00017666",2.94569583246129
"1804","lgc-26","WBGene00021981",2.94328296582681
"1884","ZK637.4","WBGene00014024",2.93999440319652
"890","lgc-25","WBGene00010994",2.93940861660709
"1711","C18H7.6","WBGene00015996",2.93809036931864
"2491","C39B10.5","WBGene00008025",2.93625728028981
"817","gcy-21","WBGene00001546",2.93169517993431
"2052","F32E10.9","WBGene00043068",2.93125201600352
"2308","C53B4.1","WBGene00008271",2.92979099167159
"2101","ceh-40","WBGene00000461",2.92324127999332
"2512","C46H3.1","WBGene00016724",2.92097640463672
"2327","Y38H6C.24","WBGene00194689",2.92089094867822
"2168","C45E5.3","WBGene00016666",2.91899792999141
"2545","F23H12.7","WBGene00009095",2.91672955114101
"2398","str-151","WBGene00006198",2.91400285599243
"1878","T02G5.14","WBGene00020170",2.91284372249155
"2556","pgp-4","WBGene00003998",2.91112319746661
"2051","F22D6.9","WBGene00009054",2.91055040416035
"1197","lact-6","WBGene00007358",2.90974383164891
"1009","ttr-20","WBGene00018085",2.9096265414673
"1779","C04A11.5","WBGene00007288",2.9079537278251
"1100","rdl-1","WBGene00016703",2.90540769994173
"926","linc-84","WBGene00219592",2.90296070999718
"1550","W08E12.3","WBGene00021084",2.89910420944521
"1953","inx-21","WBGene00002143",2.89819725780768
"2049","wago-2","WBGene00018862",2.89757368379685
"2081","dmd-5","WBGene00017326",2.89522174161425
"2041","C25G6.1","WBGene00016107",2.89512950509207
"1463","C39B10.3","WBGene00008023",2.88926404147163
"394","gpx-1","WBGene00009165",2.88806820024191
"1868","clec-205","WBGene00021602",2.88527589368587
"2159","cin-4","WBGene00022854",2.87899038454944
"2542","F25D1.5","WBGene00009110",2.87868164086806
"618","cyp-37B1","WBGene00009226",2.87769511794909
"2455","T25B6.5","WBGene00020791",2.87431980099752
"1790","chpf-2","WBGene00019108",2.87424489180755
"2043","R05D7.2","WBGene00011027",2.87411078659176
"661","nit-1","WBGene00014206",2.8738669580544
"740","C06E1.1","WBGene00015518",2.8722747520893
"2502","K09F6.13","WBGene00235164",2.86651284443332
"2357","ZK180.7","WBGene00045248",2.86324433998876
"2600","cyp-13A3","WBGene00011675",2.8623181460913
"734","ttr-38","WBGene00044788",2.85957559308837
"1485","npr-18","WBGene00008065",2.85896554174262
"1113","W09C3.3","WBGene00021111",2.85892533046975
"2581","C05G5.5","WBGene00007351",2.85876649478367
"1271","arrd-28","WBGene00009000",2.85578213657312
"1369","K10D2.8","WBGene00189952",2.85526068673855
"1512","ZK742.4","WBGene00022814",2.85476798508892
"1700","R09D1.12","WBGene00011168",2.85220253398002
"481","nape-1","WBGene00021371",2.85089440760293
"462","T21B6.3","WBGene00011880",2.85052415033936
"2449","aip-1","WBGene00000097",2.8451565704607
"2166","T03F6.10","WBGene00185005",2.84244958706189
"2131","apc-10","WBGene00000144",2.83908329677428
"540","nmad-1","WBGene00017304",2.8385060904333
"2068","unc-39","WBGene00006775",2.83632852210923
"2167","fbxb-80","WBGene00017117",2.8346212993172
"1764","B0304.2","WBGene00015134",2.83318082698083
"969","lec-7","WBGene00002270",2.83273982011336
"2316","delm-2","WBGene00016063",2.83259502475112
"1903","R03D7.5","WBGene00010991",2.83154729492375
"2095","ogr-2","WBGene00009946",2.83091422456089
"874","srj-14","WBGene00005602",2.83019103089236
"1970","T08G5.15","WBGene00077573",2.82758106950344
"1969","ttll-9","WBGene00044187",2.82736901273335
"1199","C18H9.5","WBGene00016003",2.82734124975369
"1494","zim-2","WBGene00011600",2.82575601094607
"2064","Y4C6B.3","WBGene00021157",2.82188850611043
"923","C39D10.2","WBGene00016530",2.82095668671962
"1312","nhr-53","WBGene00003643",2.81994016347368
"2247","F14H3.12","WBGene00008831",2.81873419687748
"2036","T12F5.2","WBGene00020467",2.81870374327346
"2465","syp-2","WBGene00006376",2.81867353615999
"2325","cyp-33C8","WBGene00019967",2.8154772250918
"2531","str-160","WBGene00006205",2.81408376364376
"1811","M04D5.3","WBGene00077770",2.81182947630238
"989","sqrd-1","WBGene00008538",2.80955946683598
"1297","ceh-2","WBGene00000429",2.80580575053112
"2112","R144.10","WBGene00020098",2.80538876755878
"810","W03D2.6","WBGene00020981",2.80429736739267
"1652","T02C12.4","WBGene00011369",2.80351843799912
"1214","F47H4.2","WBGene00009835",2.80306811605015
"504","dct-1","WBGene00015776",2.79922670184578
"995","asah-2","WBGene00009192",2.79872260357918
"2312","cyp-14A4","WBGene00011009",2.7964849877747
"884","Y110A2AL.4","WBGene00022441",2.7953960343326
"939","F44F4.3","WBGene00009702",2.79534471364739
"1090","F59E11.7","WBGene00019113",2.79308812328949
"1447","cil-7","WBGene00021017",2.79298347358773
"1826","rmh-1","WBGene00019712",2.79161490199158
"1750","T05F1.9","WBGene00011494",2.79067360340342
"1468","Y39A3A.4","WBGene00021435",2.7874151058453
"1776","B0511.19","WBGene00255714",2.78545467655128
"1589","ins-29","WBGene00002112",2.78526765919238
"479","W05H9.1","WBGene00021048",2.78506678326847
"1856","pid-1","WBGene00017549",2.785021863101
"877","Y57G11C.5","WBGene00013303",2.78358276664236
"1809","gem-4","WBGene00001577",2.78179482300412
"2215","nep-15","WBGene00018227",2.78132409195531
"712","iff-1","WBGene00002064",2.77974694917356
"2067","fbxc-43","WBGene00045297",2.77883890901665
"2082","syp-3","WBGene00006377",2.77836663199888
"1695","Y71G12B.26","WBGene00022161",2.77702833427203
"1824","Y14H12B.2","WBGene00021192",2.77168763150993
"1909","C54E4.1","WBGene00016917",2.77049061984865
"1692","zim-3","WBGene00011601",2.76667635737222
"2031","B0280.2","WBGene00015100",2.7656312879196
"2222","T12A7.7","WBGene00011728",2.76399737732499
"1477","R02E12.4","WBGene00019828",2.76305405667025
"1786","cat-2","WBGene00000296",2.76253885456229
"2332","C54C6.7","WBGene00044166",2.76160756226668
"1581","pnc-2","WBGene00013336",2.76088355088062
"1979","ttr-23","WBGene00011894",2.76077772002712
"1907","str-112","WBGene00006163",2.75884301015596
"1361","E02A10.4","WBGene00008454",2.7567600117218
"1519","cysl-2","WBGene00010759",2.75623135073524
"1830","K07G5.4","WBGene00010643",2.75315166470877
"1078","faah-2","WBGene00015048",2.75285028937495
"2388","gcy-6","WBGene00001533",2.75280455679063
"582","C51E3.10","WBGene00008255",2.75189610315022
"1356","C33D9.10","WBGene00044239",2.75108544311226
"2292","lron-4","WBGene00008051",2.75100452718078
"2618","gpx-4","WBGene00022377",2.74943686364836
"970","T27F6.8","WBGene00012107",2.74880178019184
"2470","F27D4.3","WBGene00014746",2.74644535744399
"1094","W08A12.2","WBGene00021079",2.74189992787722
"1994","arrd-3","WBGene00006429",2.73932440061486
"2146","C01G10.17","WBGene00044658",2.73818418825966
"1315","M02D8.6","WBGene00019732",2.73770235996113
"2262","fbxa-86","WBGene00021179",2.73643161604389
"1892","srr-4","WBGene00005655",2.73505438607882
"2062","ztf-15","WBGene00011066",2.73504921584564
"1951","ceh-17","WBGene00000440",2.73319817611503
"1755","F12A10.1","WBGene00017390",2.73284904087051
"2434","F54D1.1","WBGene00010046",2.73222228993505
"1513","C37C3.10","WBGene00016502",2.73191359850348
"612","hsp-17","WBGene00002021",2.72948751842644
"2457","pals-31","WBGene00018614",2.72839950055021
"938","nlp-2","WBGene00003740",2.72816722647587
"2282","math-49","WBGene00022690",2.72549667373157
"1952","immt-2","WBGene00012315",2.72455978406113
"1984","erp-44.3","WBGene00018358",2.72260666955021
"1092","set-11","WBGene00018023",2.72040295730932
"1821","fbxc-57","WBGene00016305",2.720266975629
"2386","clec-73","WBGene00021579",2.71548365060179
"589","T23B3.2","WBGene00020710",2.71417631713294
"1995","C01G10.15","WBGene00007240",2.71120315162774
"1686","F53C3.3","WBGene00018747",2.70984034287741
"1757","D1069.1","WBGene00017036",2.70876401396672
"1975","sri-19","WBGene00005531",2.70821195956595
"1674","gld-3","WBGene00001597",2.70610826500622
"2117","F10E9.10","WBGene00017359",2.70501143416423
"2152","T03G11.10","WBGene00044732",2.7046502472301
"1759","nhr-225","WBGene00020849",2.70284010877201
"1955","F12A10.7","WBGene00017396",2.70084633598201
"1561","del-4","WBGene00012116",2.69941449120963
"1697","B0261.7","WBGene00015095",2.69931985090319
"1117","T16G1.5","WBGene00011799",2.6979318947739
"1870","C05C10.7","WBGene00007334",2.69600900133284
"2013","math-44","WBGene00021193",2.6950295026235
"1263","crn-6","WBGene00000799",2.69145534687674
"2234","acbp-6","WBGene00012457",2.68777228910895
"1942","clec-65","WBGene00009396",2.68245536460325
"536","C28C12.4","WBGene00016180",2.67954684338481
"862","dph-3","WBGene00010484",2.67925587989595
"1657","C50C3.5","WBGene00016801",2.6756001933497
"2420","M03B6.5","WBGene00010837",2.67464056408383
"2183","F23F12.8","WBGene00017754",2.67389263981758
"2490","cnp-3","WBGene00020725",2.67206216255835
"1467","T24C4.5","WBGene00020761",2.67024846931497
"1638","C01G10.5","WBGene00007232",2.66996458512291
"1874","eya-1","WBGene00001377",2.66828299332997
"1996","F20G2.1","WBGene00008985",2.66785097479457
"2196","F40H6.1","WBGene00018253",2.66455619153185
"1644","nas-6","WBGene00003525",2.66371249657457
"2338","F25B3.5","WBGene00009102",2.66188432173695
"2305","nlp-62","WBGene00018005",2.65761958228785
"1836","C27A7.8","WBGene00007758",2.65687837433596
"764","nas-9","WBGene00003528",2.65596728716336
"1872","srb-16","WBGene00019025",2.65548223832228
"2267","ZC47.8","WBGene00014978",2.65439442561486
"2359","K05C4.8","WBGene00010584",2.65211032853656
"2560","fipr-4","WBGene00007541",2.65209514698759
"1617","F55A12.6","WBGene00018865",2.64802380581832
"2065","C45E5.4","WBGene00016667",2.64368972078983
"1491","cbp-3","WBGene00009595",2.64207022541867
"2115","bir-2","WBGene00000250",2.63920776118334
"1604","Y54G2A.12","WBGene00021877",2.63724963384836
"1627","F21C10.10","WBGene00017659",2.63660380689588
"1575","F42A9.18","WBGene00249826",2.63163644303985
"2493","cyp-35A2","WBGene00015400",2.62956229454562
"2153","xnd-1","WBGene00001514",2.6260975882331
"1819","R05H10.1","WBGene00011042",2.62552703729139
"763","F39F10.4","WBGene00018204",2.62233373792212
"849","Y51A2D.13","WBGene00013080",2.62173842760009
"1665","C39D10.5","WBGene00016532",2.62102244583247
"1610","srab-4","WBGene00016363",2.62053538578334
"1666","cosa-1","WBGene00022172",2.62044506062498
"1251","F18G5.6","WBGene00017582",2.61914782637769
"2407","grd-16","WBGene00001705",2.61790899148156
"2249","R08A2.7","WBGene00011137",2.61745956842656
"2459","Y110A7A.24","WBGene00271632",2.6160728391712
"2027","rme-2","WBGene00004374",2.61423061018808
"2344","T25B6.6","WBGene00020792",2.61272921904376
"1888","ZK185.5","WBGene00044481",2.61085270062887
"1564","M60.4","WBGene00019780",2.6089630089539
"1418","lys-3","WBGene00003092",2.6084160493841
"1138","nhr-62","WBGene00003652",2.60575919991996
"2342","ttr-17","WBGene00012383",2.60460412884545
"1339","nmat-1","WBGene00012295",2.6020827388171
"1916","flp-6","WBGene00001449",2.6017577962145
"957","F20C5.6","WBGene00008971",2.59859644392385
"2336","Y9C9A.1","WBGene00021176",2.59745608070608
"2271","nhr-253","WBGene00022639",2.59659798511257
"842","zip-10","WBGene00012101",2.59488481516151
"1566","C33D9.8","WBGene00007901",2.59166858446825
"2225","C03B1.14","WBGene00015382",2.59033990438414
"2209","fbxb-53","WBGene00018104",2.58649117353123
"2134","ZC196.1","WBGene00022545",2.58533507396014
"940","fbxa-98","WBGene00007453",2.58324642836964
"1014","tpra-1","WBGene00008366",2.58239534016161
"1749","gcy-9","WBGene00001536",2.57877860027006
"2273","mls-2","WBGene00003377",2.57504583859568
"2506","C24H12.1","WBGene00016071",2.57460734420534
"1074","ins-30","WBGene00002113",2.57052692270653
"1976","flp-18","WBGene00001461",2.56898403819612
"980","T24C4.4","WBGene00020760",2.5671083973802
"2057","F54B11.8","WBGene00010031",2.56608276072188
"1156","F56H9.2","WBGene00010174",2.56161598853757
"1835","mif-4","WBGene00003237",2.56155434552718
"1743","F52H3.6","WBGene00009948",2.56007843229276
"1788","srg-34","WBGene00005191",2.5583107197819
"902","gst-24","WBGene00001772",2.5571904380903
"1808","C41G11.1","WBGene00016568",2.55569458869075
"2492","Y41G9A.2","WBGene00021526",2.55502449045092
"2347","srz-85","WBGene00015018",2.54964208348118
"1622","Y6E2A.4","WBGene00012398",2.54921162014922
"848","nhr-213","WBGene00011520",2.54654790487982
"2119","K10H10.6","WBGene00010762",2.54531902581036
"962","C01A2.4","WBGene00007216",2.54485995707604
"2593","R09D1.4","WBGene00011160",2.54458007425443
"2242","D2005.7","WBGene00086551",2.54286581418671
"1258","K06H7.7","WBGene00019458",2.54248044987812
"2263","lst-5","WBGene00016890",2.54027189342852
"2464","cul-6","WBGene00000841",2.53887013982804
"2442","del-5","WBGene00010334",2.53632212495099
"2075","pho-4","WBGene00004023",2.53513654602186
"2530","F27C8.3","WBGene00009184",2.53499670125659
"1256","allo-1","WBGene00011292",2.53372267638703
"1957","F13D12.5","WBGene00008740",2.53302536719618
"2614","ftn-1","WBGene00001500",2.53292232905979
"671","F13H6.3","WBGene00017431",2.53238547589327
"1336","clik-3","WBGene00019361",2.53235133055105
"1547","gcy-23","WBGene00001548",2.53191148532451
"1443","faah-6","WBGene00012750",2.53186219540441
"2019","F19C6.4","WBGene00008953",2.53183725346605
"2033","fipr-6","WBGene00007544",2.53066441160617
"1637","W06D11.1","WBGene00012299",2.52937472877931
"1777","D2096.5","WBGene00017072",2.52720530868685
"1237","F54D5.15","WBGene00010057",2.52669381720117
"2330","Y54G11A.3","WBGene00013214",2.5264856713172
"625","Y71H2AM.13","WBGene00022178",2.52579766728653
"2382","clec-9","WBGene00013493",2.52056500160224
"1752","F52E4.5","WBGene00018702",2.51849705352112
"2245","far-7","WBGene00001391",2.51702686731428
"1446","dgk-3","WBGene00000960",2.51509200746127
"1582","Y62F5A.9","WBGene00013387",2.51342229034974
"889","inos-1","WBGene00012148",2.51250747428853
"2060","ZK669.3","WBGene00014053",2.50888058058903
"2472","zip-6","WBGene00011130",2.50816266577727
"2165","C17F4.8","WBGene00015914",2.50514737300577
"2485","ttr-4","WBGene00009590",2.50479559251307
"2124","F02E11.2","WBGene00017180",2.50341090276648
"1932","best-4","WBGene00015288",2.49943353425519
"1062","nhr-206","WBGene00011097",2.49605189017936
"2258","C35C5.9","WBGene00007958",2.49529591417627
"990","zip-8","WBGene00017755",2.4935162455179
"2429","pssy-2","WBGene00012095",2.49058578568526
"1920","R07E5.5","WBGene00011113",2.48972238645035
"2315","T06G6.12","WBGene00011551",2.4892778369612
"1402","npr-34","WBGene00013187",2.48782769412912
"2286","K08D10.9","WBGene00019532",2.48729740370516
"1670","eak-6","WBGene00008663",2.48184326992433
"2147","ZK697.17","WBGene00268192",2.48135908061995
"2129","F53G2.1","WBGene00018766",2.47930692174994
"686","nlp-27","WBGene00003765",2.47769197518845
"1630","pho-9","WBGene00022181",2.47631665857337
"1861","sod-3","WBGene00004932",2.47604668883012
"1283","bcmo-2","WBGene00018755",2.47483945994328
"1837","B0546.4","WBGene00015251",2.47317346556997
"2361","Y106G6D.1","WBGene00013698",2.46734125101467
"2471","egas-4","WBGene00018906",2.46675842586253
"2538","C33A12.4","WBGene00007883",2.46432472263826
"2516","gst-29","WBGene00001777",2.46411672038828
"1931","F49H6.5","WBGene00009908",2.46216036297965
"2462","F59A1.11","WBGene00010297",2.46095753850834
"2133","twk-47","WBGene00018002",2.46005397129564
"1054","ugt-9","WBGene00020587",2.45964527945903
"1121","Y77E11A.2","WBGene00022307",2.45584038171102
"1021","fbxa-222","WBGene00045295",2.45540156240507
"2084","ins-1","WBGene00002084",2.45414446896663
"2076","C11D2.3","WBGene00015701",2.45393668579786
"1116","C55A6.6","WBGene00008335",2.45337273903493
"1041","F53B2.8","WBGene00009957",2.45074493359415
"1562","glb-8","WBGene00007741",2.45038516620058
"2563","R05F9.11","WBGene00019894",2.44914816019649
"1222","Y53F4B.45","WBGene00044728",2.44780177199286
"1526","fbxa-37","WBGene00013845",2.44498756266359
"2227","ZK856.6","WBGene00014107",2.44378714193677
"2588","M7.8","WBGene00010884",2.4425834792955
"2408","F09C3.2","WBGene00008610",2.44153661216288
"2235","F57B9.3","WBGene00018997",2.43952468067648
"1368","ugt-56","WBGene00011453",2.4392448205423
"2326","lron-6","WBGene00018157",2.43640416595467
"2007","sto-1","WBGene00006063",2.434633150804
"1977","C15B12.8","WBGene00015788",2.43438476456614
"2204","B0244.5","WBGene00015080",2.43432998747862
"839","tag-243","WBGene00044078",2.43279098217382
"1407","pde-5","WBGene00016328",2.42999752031102
"2318","twk-20","WBGene00006673",2.42718660945196
"1626","C42D8.1","WBGene00016599",2.4265794578004
"1707","vamp-8","WBGene00007200",2.42650221872637
"2118","gsto-2","WBGene00015337",2.42626679342851
"2411","clec-163","WBGene00012661",2.42624961478718
"2393","rmd-1","WBGene00011501",2.42482569695401
"1569","cutl-14","WBGene00015231",2.42227802937064
"2380","F56D5.3","WBGene00010148",2.42124905008592
"1557","F36D4.4","WBGene00018089",2.41837968492027
"1227","F13C5.1","WBGene00017422",2.4181497442355
"2207","BE10.4","WBGene00007212",2.4176287310294
"905","F47B8.2","WBGene00009803",2.41100809156227
"2425","kgb-2","WBGene00002188",2.4101855515506
"1842","fbxc-6","WBGene00016301",2.40984324824714
"1727","del-3","WBGene00009144",2.4096482324793
"952","F10E9.12","WBGene00017361",2.40588911282256
"2236","ZK1236.9","WBGene00044588",2.40462309270455
"2389","cyp-13A10","WBGene00014254",2.40447397960113
"2418","F49F1.7","WBGene00018647",2.4043339310784
"1798","F53C3.4","WBGene00018748",2.40275970953781
"1629","bigr-1","WBGene00009512",2.39960933395641
"1435","W02A2.9","WBGene00044280",2.39855140042107
"2261","nhr-232","WBGene00012494",2.39718148770808
"1183","C14A11.2","WBGene00015748",2.39528530168629
"1548","fbxc-41","WBGene00016304",2.39498640708938
"1760","C06B3.7","WBGene00007366",2.39299284088061
"2304","C55B7.11","WBGene00016947",2.38534359759282
"1703","sulp-5","WBGene00010789",2.38305966768175
"1487","gstk-2","WBGene00017054",2.38209262478375
"1933","dod-6","WBGene00011869",2.38141505157243
"1825","ugt-54","WBGene00012013",2.38103788483548
"2329","Y22D7AR.12","WBGene00021265",2.38055225766636
"2510","nhr-221","WBGene00020748",2.36808715087091
"2091","VB0393L.2","WBGene00012146",2.36590710117428
"2625","R03H10.12","WBGene00303363",2.36285662214812
"1560","C03B1.13","WBGene00015381",2.3621498374337
"2405","cytb-5.2","WBGene00020931",2.3616960695693
"2417","Y32G9A.13","WBGene00044517",2.36145926988472
"1774","Y50E8A.5","WBGene00013048",2.35569456060539
"1030","F53F10.1","WBGene00018763",2.35528547927965
"1810","C25F9.11","WBGene00045411",2.35343568753131
"2144","W06A11.4","WBGene00021055",2.34815863280084
"1539","Y39B6A.5","WBGene00012668",2.34587574049061
"1155","tre-5","WBGene00006611",2.34520968931577
"1440","lec-6","WBGene00002269",2.34234755755548
"2476","acr-17","WBGene00000056",2.33754780021393
"2443","C49C8.8","WBGene00235271",2.3250279055874
"2087","ucr-2.3","WBGene00020757",2.32394320014967
"2193","W01A8.2","WBGene00012164",2.32245439494495
"1734","F15E6.9","WBGene00017489",2.32202617346346
"2268","C25H3.18","WBGene00194836",2.3210016893827
"1384","dhs-9","WBGene00000973",2.31829901766849
"1378","sod-4","WBGene00004933",2.3124489208914
"1260","zip-5","WBGene00007932",2.30732082711147
"2021","K10C8.4","WBGene00010737",2.30074996527241
"2323","timm-17B.2","WBGene00017069",2.30013310682908
"1556","C56A3.4","WBGene00008343",2.29887703345666
"1252","E04F6.4","WBGene00017124",2.29817835407189
"1510","gst-1","WBGene00001749",2.29668494494205
"1123","F35C11.6","WBGene00009405",2.2963937000582
"1855","lgg-2","WBGene00002981",2.2961284126099
"2169","T05F1.2","WBGene00011489",2.29539437039195
"1981","K11D12.12","WBGene00019651",2.29445684396547
"2259","Y116A8A.10","WBGene00014975",2.29384952659424
"1445","W01A11.1","WBGene00020909",2.29122774618089
"1115","nlp-29","WBGene00003767",2.29090179291856
"2509","tbc-6","WBGene00015410",2.29087861363514
"2562","C27B7.5","WBGene00007762",2.28964087738008
"1298","F38H4.3","WBGene00009547",2.28872541771595
"1355","C07E3.9","WBGene00007419",2.28669971649564
"2012","gpa-9","WBGene00001671",2.28391319721171
"1846","F16B4.2","WBGene00017504",2.28342859156068
"2500","C16A3.6","WBGene00015811",2.27840789357801
"1372","T10G3.1","WBGene00011692",2.27717573985364
"2486","ugt-19","WBGene00019515",2.27602085222842
"1061","lact-4","WBGene00010877",2.2728982416723
"2606","clec-150","WBGene00019914",2.27276202166099
"1558","F08G2.5","WBGene00008577",2.27059571676231
"1762","ets-9","WBGene00016865",2.26989107271547
